,label,title,script
339,fail,How to Be a Gentleman,No!
340,fail,How to Be a Gentleman,Bert!
341,fail,How to Be a Gentleman,Bert!
342,fail,How to Be a Gentleman,Hey.
343,fail,How to Be a Gentleman,Hey.
344,fail,How to Be a Gentleman,How are you?
345,fail,How to Be a Gentleman,I'm great.
346,fail,How to Be a Gentleman,Good to hear you.
347,fail,How to Be a Gentleman,That is is good to hear.
348,fail,How to Be a Gentleman,So what's up?
349,fail,How to Be a Gentleman,"Really, really good."
350,fail,How to Be a Gentleman,I can't believe she said yes.
351,fail,How to Be a Gentleman,"I can't believe it, either."
352,fail,How to Be a Gentleman,I was watching through the peephole.
353,fail,How to Be a Gentleman,That was the most awkward interaction I've ever seen.
354,fail,How to Be a Gentleman,But you nailed it.
355,fail,How to Be a Gentleman,"That was tAnd tonight,ard inyou're going to nailn."
356,fail,How to Be a Gentleman,"Oh, please."
357,fail,How to Be a Gentleman,She's a lady.
358,fail,How to Be a Gentleman,A lady you're going to nail.
359,fail,How to Be a Gentleman,"So, Lydia, what do you do for a living?"
360,fail,How to Be a Gentleman,I do what I've always dreamed of doing.
361,fail,How to Be a Gentleman,I market cigarettes for a major tobacco company.
362,fail,How to Be a Gentleman,"Well, that that sounds like an interesting job."
363,fail,How to Be a Gentleman,Thanks.
364,fail,How to Be a Gentleman,It is.
365,fail,How to Be a Gentleman,"Besides, it's not like you market to children."
366,fail,How to Be a Gentleman,No.
367,fail,How to Be a Gentleman,We don't market to children.
368,fail,How to Be a Gentleman,Wink.
369,fail,How to Be a Gentleman,"I can't actually wink, so I just say ""wink."
370,fail,How to Be a Gentleman,""" Lydia."
371,fail,How to Be a Gentleman,Oh.
372,fail,How to Be a Gentleman,"Hello, Donny."
373,fail,How to Be a Gentleman,Who's the suit?
374,fail,How to Be a Gentleman,Hi.
375,fail,How to Be a Gentleman,I'm Andrew.
376,fail,How to Be a Gentleman,"And, uh, my suit's name is Glen."
377,fail,How to Be a Gentleman,I don't get that.
378,fail,How to Be a Gentleman,That's just a joke.
379,fail,How to Be a Gentleman,You a comedian?
380,fail,How to Be a Gentleman,No.
381,fail,How to Be a Gentleman,Why are you standing?
382,fail,How to Be a Gentleman,It's what you do when you meet a friend's acquaintance.
383,fail,How to Be a Gentleman,Acquaintance.
384,fail,How to Be a Gentleman,Right.
385,fail,How to Be a Gentleman,I don't want to interrupt.
386,fail,How to Be a Gentleman,"FYI, your body looks bangin' tonight."
387,fail,How to Be a Gentleman,Whatever.
388,fail,How to Be a Gentleman,Is that a friend of yours?
389,fail,How to Be a Gentleman,"Oh, that's just my ex-boyfriend."
390,fail,How to Be a Gentleman,This is his restaurant.
391,fail,How to Be a Gentleman,You brought me to your ex's restaurant?
392,fail,How to Be a Gentleman,"I mean I mean, what if he does something to my food?"
393,fail,How to Be a Gentleman,Why would he do anything to you?
394,fail,How to Be a Gentleman,You're not the one who cheated on him.
395,fail,How to Be a Gentleman,Think that makes sense.
396,fail,How to Be a Gentleman,"Lydia, would you excuse me for one second?"
397,fail,How to Be a Gentleman,"Oh, sure."
398,fail,How to Be a Gentleman,It's unbelievable.
399,fail,How to Be a Gentleman,Hey.
400,fail,How to Be a Gentleman,"Hope I'm not, uh, interrupting."
401,fail,How to Be a Gentleman,Andrew.
402,fail,How to Be a Gentleman,What are you doing here?
403,fail,How to Be a Gentleman,And your jacket's unbuttoned.
404,fail,How to Be a Gentleman,Are you okay?
405,fail,How to Be a Gentleman,"May I speak to you in private, please?"
406,fail,How to Be a Gentleman,You can speak to me right here.
407,fail,How to Be a Gentleman,What are you doing?
408,fail,How to Be a Gentleman,You have a husband who loves you.
409,fail,How to Be a Gentleman,"He's probably sitting at home right now, heartbroken."
410,fail,How to Be a Gentleman,"No, he's not."
411,fail,How to Be a Gentleman,He's fine with it.
412,fail,How to Be a Gentleman,He's right over there.
413,fail,How to Be a Gentleman,What?
414,fail,How to Be a Gentleman,Mike?
415,fail,How to Be a Gentleman,"Oh, hello, Andrew."
416,fail,How to Be a Gentleman,Mike.
417,fail,How to Be a Gentleman,Andrew.
418,fail,How to Be a Gentleman,"Oh, unbuttoned."
419,fail,How to Be a Gentleman,You okay?
420,fail,How to Be a Gentleman,What are you doing here?
421,fail,How to Be a Gentleman,"Oh, I'm just sitting at the bar, enjoying a bit of sherry and some udon noodles."
422,fail,How to Be a Gentleman,"No, I mean your wife is over there having dinner with another man."
423,fail,How to Be a Gentleman,Doesn't that bother you?
424,fail,How to Be a Gentleman,"Well, I suppose I do have a bit of a green-eyed monster raging inside me."
425,fail,How to Be a Gentleman,"Deep down, of course."
426,fail,How to Be a Gentleman,"You can't let her get away with this, Mike."
427,fail,How to Be a Gentleman,Tell her how you feel.
428,fail,How to Be a Gentleman,"Wouldn't want to poke the sleeping bear, Andrew."
429,fail,How to Be a Gentleman,She doesn't want to come home after a hard day's work and deal with my theatrics.
430,fail,How to Be a Gentleman,Her words.
431,fail,How to Be a Gentleman,Maybe that's exactly what she wants.
432,fail,How to Be a Gentleman,Maybe this is all about trying to get a rise out of you.
433,fail,How to Be a Gentleman,"Look, Mike, life is a big bully, and it punches you in the face over and over again unless you punch back."
434,fail,How to Be a Gentleman,You're right.
435,fail,How to Be a Gentleman,I should be more aggressive.
436,fail,How to Be a Gentleman,"No, I'm not feeling it."
437,fail,How to Be a Gentleman,Come on.
438,fail,How to Be a Gentleman,You All right.
439,fail,How to Be a Gentleman,Like that man over there.
440,fail,How to Be a Gentleman,"Look, he's practically having sex with that lady."
441,fail,How to Be a Gentleman,Seriously?
442,fail,How to Be a Gentleman,Hello.
443,fail,How to Be a Gentleman,So you two are having a bit of a rapprochement.
444,fail,How to Be a Gentleman,"Andrew I am so sorry, but I still have feelings for Donny."
445,fail,How to Be a Gentleman,He's like a big cigarette.
446,fail,How to Be a Gentleman,I just can't quit.
447,fail,How to Be a Gentleman,Hey.
448,fail,How to Be a Gentleman,"Tell you what, little man."
449,fail,How to Be a Gentleman,How about I go ahead and comp these spring rolls for you?
450,fail,How to Be a Gentleman,Sometimes a gentleman must shake the hand of his rival.
451,fail,How to Be a Gentleman,Comp this.
452,fail,How to Be a Gentleman,But sometimes a bitch slap just works better.
453,fail,How to Be a Gentleman,"""But sometimes a bitch slap just works better."
454,fail,How to Be a Gentleman,""" I love this."
455,fail,How to Be a Gentleman,It's young.
456,fail,How to Be a Gentleman,It's macho.
457,fail,How to Be a Gentleman,It is exactly what they want.
458,fail,How to Be a Gentleman,What'd you do to your hair?
459,fail,How to Be a Gentleman,I just touched up the gray a bit.
460,fail,How to Be a Gentleman,Too much?
461,fail,How to Be a Gentleman,"Well, you you kind of look like Ben Affleck?"
462,fail,How to Be a Gentleman,A gentleman never tells another man that he doesn't look like Ben Affleck.
463,fail,How to Be a Gentleman,Sure.
464,fail,How to Be a Gentleman,"Hey, Bert."
465,fail,How to Be a Gentleman,This is for you.
466,fail,How to Be a Gentleman,"""For Bert."
467,fail,How to Be a Gentleman,Thanks for your fried nips.
468,fail,How to Be a Gentleman,""" Friendship."
469,fail,How to Be a Gentleman,"The word is ""friendship."
470,fail,How to Be a Gentleman,""" That makes more sense."
471,fail,How to Be a Gentleman,You got the handwriting of a pirate.
472,fail,How to Be a Gentleman,It's calligraphy.
473,fail,How to Be a Gentleman,What's this?
474,fail,How to Be a Gentleman,That is my credit card info.
475,fail,How to Be a Gentleman,"I, uh I'd like to become an official member of Bert's Body Shop."
476,fail,How to Be a Gentleman,Maybe find out what step three is?
477,fail,How to Be a Gentleman,"You know, when I first took this place over, my old man said I'd probably screw it up, like everything else."
478,fail,How to Be a Gentleman,This right here this says I'm not a screwup.
479,fail,How to Be a Gentleman,It says that a smart guy like you trusts me.
480,fail,How to Be a Gentleman,"It says, ""Screw you, Pops!"
481,fail,How to Be a Gentleman,"""Look at me now, you son of a bitch."
482,fail,How to Be a Gentleman,I'm somebody.
483,fail,How to Be a Gentleman,""" Thanks, Andrew."
484,fail,How to Be a Gentleman,Thanks for helping me rub it in the old man's face.
485,fail,How to Be a Gentleman,That's what fried nips is all about.
486,fail,How to Be a Gentleman,"Ready to feel the burn, Bert."
487,fail,How to Be a Gentleman,"Oh, hello, Andrew."
